name,musicbrainz_artist_id,musicbrainz_mbid,spotify_id,performer_pre_normalized,first_top_20_hit_year,first_charting_song_year,last_charting_song_year,years_through_first_top_20_hit,#_of_charting_songs_through_first_top_20_hit,first_song_year,years_active_on_charts,first_charting_song_position,first_charting_song_duration,top_20_hit_song_#_wks_on_chart_any_position,genre_tags_musicbrainz,first_year_on_chart_songs,genre_tags_through_first_top_10_hit,major_genre_categories_through_first_top_10_hit,#_of_major_genre_categories_through_first_top_10_hit,musicbrainz_major_genre_categories,musicbrainz_#_of_genres,spotify_genres,spotify_major_genre_categories,combined_major_genre_categories,first_top_20_song_major_genres,first_top_20_song_duration_ms,first_top_20_song_acousticness,first_top_20_song_danceability,first_top_20_song_energy,first_top_20_song_instrumentalness,first_top_20_song_liveness,first_top_20_song_loudness,first_top_20_song_speechiness,first_top_20_song_tempo,first_top_20_song_valence,first_top_20_song_mode,first_top_20_song_explicit,degree_centrality_top20_rolling5,harmonic_closeness_centrality_top20_rolling5,betweenness_centrality_top20_rolling5,eigenvector_centrality_top20_rolling5,power_of_connected_artists_top20_rolling5,top_20_hitmaker
usa for africa,116340.0,45e3c90f-2de6-4452-99b3-8dbf7a3cf6df,,USA For Africa,1985.0,1985.0,1985.0,1.0,1.0,1985.0,1985-1985,1,18,18.0,gospel,1985.0,,,0,Gospel/Christian/Religious,1,,,Gospel/Christian/Religious,"Electronic/Dance, Hip Hop/Rap, Pop, R&B/Soul/Funk, Rock",,,,,,,,,,,,,0.0005396654074473,104.64111384831268,0.0,7.082832111890858e-10,100.0,0.0
usa-european connection,217918.0,97994b1a-7da7-430f-87a5-5c56e0820fb6,,USA-European Connection,,,,,,,1978-1978,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
usher,11553.0,3414d446-735a-443c-931f-10634f57e5b9,23zg3TcAtWQy7J6upgbUnj,Usher,1997.0,1994.0,2023.0,4.0,3.0,1994.0,1994-2024,59,16,47.0,"idm, gothic rock, electronic, drill and bass, contemporary r&b, drum and bass, jazz fusion, death metal",1994.0,"r&b, contemporary r&b",R&B/Soul/Funk,1,"Electronic/Dance, Jazz, Metal, R&B/Soul/Funk, Rock",5,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'south carolina hip hop', 'urban contemporary']","Hip Hop/Rap, Pop, R&B/Soul/Funk","Electronic/Dance, Hip Hop/Rap, Jazz, Metal, Pop, R&B/Soul/Funk, Rock","Electronic/Dance, Hip Hop/Rap, R&B/Soul/Funk",219120.0,0.0359,0.761,0.639,0.0,0.0945,-7.577,0.0539,164.088,0.922,0.0,0.0,0.0005186049526772,1033.1799894549629,0.0003136084118308,0.0001266309161904,188.0,1.0
utada,,,,Utada,,,,,,,2004-2009,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
utah saints,14230.0,6de1f94d-3d2e-40dd-a5e7-3170332a6a93,2KB6LGMBaOYYYdvvgyptFH,Utah Saints,,1992.0,1992.0,,,1992.0,1992-1993,98,1,,"electronic, house, dance-pop",1992.0,,,0,"Electronic/Dance, Pop",2,"['big beat', 'hardcore techno', 'hip house']",Electronic/Dance,"Electronic/Dance, Pop",,,,,,,,,,,,,,,,,,,
utfo,72029.0,848a1f71-c8b5-458b-8b05-a20ea1e962de,,UTFO,,1985.0,1985.0,,,1985.0,1985-1989,77,5,,hip hop,1985.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
utopia,1412476.0,3997ded5-2786-4acb-986f-692112be5d4a,2aQRaxTy61UL9hSPVKGC0P,Utopia,,1980.0,1983.0,,,1980.0,1975-1985,27,12,,"progressive rock, melodic death metal, rock, experimental, progressive, classic rock",1980.0,,,0,"Experimental/Avant-Garde, Metal, Rock",3,[],,"Experimental/Avant-Garde, Metal, Rock",,,,,,,,,,,,,,,,,,,
v,1894928.0,04300061-6616-468f-8418-47a2edebb944,,V,,2022.0,2024.0,,,2022.0,2022-2024,79,1,,"opera, grunge, alternative rock, classical, jazz, post-punk, art rock, glam rock, shoegaze",2022.0,,,0,"Classical, Experimental/Avant-Garde, Jazz, Punk/Hardcore, Rock",5,,,"Classical, Experimental/Avant-Garde, Jazz, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
v v brown,,,,V V Brown,,2010.0,2010.0,,,2010.0,2010-2010,67,6,,,2010.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
v.i.c.,2396025.0,e3471550-dd20-41a3-b6ea-13f3fe5912a1,,V.I.C.,,2008.0,2012.0,,,2008.0,2008-2012,29,17,,"hip hop, hip hop",2008.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
vado,771898.0,fc42796b-5dd6-467a-a461-70bd8395e8bb,4ubKsFJjMgWkARG6w2Qlv8,Vado,,,,,,,2011-2011,0,0,,"jazz, chanson française, jazz, funk",,,,0,"Jazz, R&B/Soul/Funk, World Music",3,"['battle rap', 'nyc rap', 'trap']",Hip Hop/Rap,"Hip Hop/Rap, Jazz, R&B/Soul/Funk, World Music",,,,,,,,,,,,,,,,,,,
vai,343114.0,62f5cf2a-394b-4a6c-b6ec-5b391d6090e9,,Vai,,,,,,,1993-1993,0,0,,"deathcore, instrumental rock, rock, punk, metalcore, hardcore punk, blackgaze, post-metal, progressive electronic, shoegaze",,,,0,"Electronic/Dance, Metal, Punk/Hardcore, Rock",4,,,"Electronic/Dance, Metal, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
vain,2724350.0,0df1b7bf-359c-4351-a7fa-07d1bb1fcaa1,,Vain,,,,,,,1989-1989,0,0,,"post-metal, blackgaze, jazz, post-rock, jazz, shoegaze, gypsy jazz, pop, jazz, melodic death metal",,,,0,"Jazz, Metal, Pop, Rock",4,,,"Jazz, Metal, Pop, Rock",,,,,,,,,,,,,,,,,,,
valadiers,,,,Valadiers,,1961.0,1961.0,,,1961.0,1961-1961,89,2,,,1961.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
valentin elizalde,,,,Valentin Elizalde,,,,,,,2007-2007,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
valerie carter,63892.0,a20a94ac-1e50-4fa7-a370-053875fce6ad,,Valerie Carter,,,,,,,1977-1977,0,0,,yacht rock,,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
valerie june,931885.0,b76c1bf7-f33b-460c-bfc3-f140d023fc94,4QZdOCb3UacKbQ1ybDFAKM,Valerie June,,,,,,,2013-2017,0,0,,"soul, blues, singer-songwriter, bluegrass, country, americana, gospel, dream pop, folk, r&b",,,,0,"Blues, Country/Americana, Folk, Gospel/Christian/Religious, R&B/Soul/Funk, Rock",6,"['black americana', 'folk', 'indie folk', 'memphis americana', 'new americana', 'stomp and holler']","Country/Americana, Folk","Blues, Country/Americana, Folk, Gospel/Christian/Religious, R&B/Soul/Funk, Rock",,,,,,,,,,,,,,,,,,,
valerie simpson,205942.0,03f97204-818e-45e0-b3d5-1108a52789ba,,Valerie Simpson,,1972.0,1972.0,,,1972.0,1971-1972,63,9,,"soul, gospel",1972.0,,,0,"Gospel/Christian/Religious, R&B/Soul/Funk",2,,,"Gospel/Christian/Religious, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
valjean on piano,,,,Valjean on Piano,,1962.0,1962.0,,,1962.0,1962-1962,28,9,,,1962.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vampire weekend,437457.0,af37c51c-0790-4a29-b995-456f98a6b8c9,5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,,,,,,,2008-2024,0,0,,"indie rock, indie pop, indietronica, leftfield, afrobeat, chamber pop, alternative rock",,,,0,"Pop, Rock, World Music",3,"['baroque pop', 'indie rock', 'modern rock']","Pop, Rock","Pop, Rock, World Music",,,,,,,,,,,,,,,,,,,
van cliburn,405288.0,0a8a7571-a0cd-4626-a10a-3dd57e0e559e,1RMjtNqKOM6V36EngDqEBw,Van Cliburn,,,,,,,2013-2013,0,0,,western classical,,,,0,,0,"['american classical piano', 'classical piano']",,,,,,,,,,,,,,,,,,,,,
van halen,782.0,b665b768-0d83-4363-950c-31ed39317c15,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,1979.0,1978.0,2012.0,2.0,4.0,1978.0,1978-2023,36,11,15.0,"hard rock, rock, glam metal, hard rock, glam metal, rock, metal, hard rock, rock",1978.0,hard rock,Rock,1,"Metal, Rock",2,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']","Metal, Rock","Metal, Rock",Rock,189667.0,0.0672,0.526,0.891,0.0,0.0472,-4.508,0.0732,129.001,0.689,1.0,0.0,,,,,,1.0
van hunt,722527.0,cb8db782-e388-4d73-83ca-c3a78b6b5acb,,Van Hunt,,,,,,,2006-2006,0,0,,"neo soul, r&b, contemporary r&b",,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
van mccoy,34127.0,0f081bd8-d324-4738-8197-f30b933dc2df,,Van Mccoy,,1975.0,1976.0,,,1975.0,1975-1977,46,8,,"soul, disco",1975.0,,,0,"Electronic/Dance, R&B/Soul/Funk",2,,,"Electronic/Dance, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
van mccoy & the soul city symphony,83515.0,427a1dc8-54a0-4cf4-8a32-8e81a3d9fb79,,Van McCoy & The Soul City Symphony,1975.0,1975.0,1975.0,1.0,1.0,1975.0,1975-1975,1,19,19.0,,1975.0,,,0,,0,,,,"Electronic/Dance, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,0.0
van morrison,924.0,a41ac10f-0a56-4672-9161-b83f9b223559,44NX2ffIYHr6D4n7RaZF7A,Van Morrison,1967.0,1967.0,1978.0,1.0,1.0,1967.0,1967-2021,10,16,16.0,"folk rock, blue-eyed soul, rock, folk, chamber folk, folk pop, singer-songwriter, contemporary folk",1967.0,,,0,"Folk, Pop, R&B/Soul/Funk, Rock",4,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']","Folk, Rock","Folk, Pop, R&B/Soul/Funk, Rock",,183307.0,0.182,0.491,0.583,0.0,0.407,-10.964,0.0376,150.572,0.907,1.0,0.0,,,,,,1.0
van stephenson,134309.0,5f8f7919-8e79-4ec6-a3d5-744b0f5f7d09,,Van Stephenson,,1981.0,1984.0,,,1981.0,1981-1984,79,4,,"singer-songwriter, country",1981.0,,,0,"Country/Americana, Folk",2,,,"Country/Americana, Folk",,,,,,,,,,,,,,,,,,,
van zant,335565.0,f0b979d3-8af1-4bc5-9639-d9398e383188,,Van Zant,,2005.0,2005.0,,,2005.0,1985-2007,66,11,,"southern rock, rock, rock",2005.0,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
vance joy,998861.0,df36f6db-5987-46ed-9d02-0cf36ed4e060,10exVja0key0uqUkk6LJRT,Vance Joy,,2014.0,2014.0,,,2014.0,2014-2018,30,44,,"indie pop, indie folk, alternative rock, singer-songwriter, folk pop",2014.0,,,0,"Folk, Pop, Rock",3,"['folk-pop', 'modern rock', 'pop', 'pop rock']","Pop, Rock","Folk, Pop, Rock",,,,,,,,,,,,,,,,,,,
vandenberg,83578.0,103b58fb-26ef-4c66-9b48-6eda02763fc8,,Vandenberg,,1983.0,1983.0,,,1983.0,1983-1984,39,14,,"trance, electronic, psychedelic, goa trance, hard rock",1983.0,,,0,"Electronic/Dance, Rock",2,,,"Electronic/Dance, Rock",,,,,,,,,,,,,,,,,,,
vanessa anne hudgens,,,,Vanessa Anne Hudgens,2006.0,2006.0,2007.0,1.0,4.0,2006.0,2006-2007,4,11,,,2006.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
vanessa carlton,41764.0,c1a61bb0-e4fe-4064-bc8d-954a2dafda79,5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,2002.0,2002.0,2004.0,1.0,2.0,2002.0,2002-2011,5,41,41.0,"pop, rock, pop rock, singer-songwriter",2002.0,,,0,"Folk, Pop, Rock",3,"['lilith', 'neo mellow', 'piano rock', 'pop rock', 'post-teen pop']","Folk, Pop, Rock","Folk, Pop, Rock",,237493.0,0.323,0.56,0.825,0.0,0.161,-3.862,0.0379,94.931,0.268,1.0,0.0,0.000170111422982,2.0,0.0,1.4595963683727298e-140,197.0,0.0
vanessa hudgens,359338.0,9da7ed18-20fa-4279-88c8-94299728236d,6G9bygHlCyPgNGxK2l3YdE,Vanessa Hudgens,,2006.0,2008.0,,,2006.0,2006-2008,55,19,,"pop, teen pop",2006.0,,,0,Pop,1,"['dance pop', 'pop', 'post-teen pop']",Pop,Pop,,,,,,,,,,,,,,,,,,,
vanessa williams,11657.0,7cce3b8e-623c-4078-b079-837cbcf638c4,75L9s8KVrhCNtBUkZFnDFW,Vanessa Williams,1989.0,1988.0,1996.0,2.0,3.0,1988.0,1988-2009,44,10,20.0,"jazz, gospel, pop, soul, dance-pop, new jack swing, pop soul, contemporary r&b",1988.0,,,0,"Gospel/Christian/Religious, Jazz, Pop, R&B/Soul/Funk",4,"['adult standards', 'contemporary r&b', 'quiet storm', 'urban contemporary']","Easy Listening/Vocal, R&B/Soul/Funk","Easy Listening/Vocal, Gospel/Christian/Religious, Jazz, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,1.0
vangelis,2210.0,57fca0e2-f9ad-4ae6-af9d-6a6f50cbcd5f,4P70aqttdpJ9vuYFDmf7f6,Jon & Vangelis,1981.0,1980.0,1982.0,2.0,2.0,1980.0,1980-1986,58,6,28.0,,1980.0,,,0,,0,"['cyberpunk', 'new age', 'synthesizer']",Easy Listening/Vocal,Easy Listening/Vocal,,,,,,,,,,,,,,0.0006501950585175,1.0,0.0,8.274144342580627e-23,,0.0
vanilla fudge,24040.0,96ad1836-0a6e-423f-a2af-0f4a64a325ca,,Vanilla Fudge,,1968.0,1969.0,,,1968.0,1967-1969,38,8,,"rock, progressive rock, hard rock, psychedelic rock, psychedelic, pop rock, aor, heavy psych",1968.0,,,0,"Pop, Rock",2,,,"Pop, Rock",,,,,,,,,,,,,,,,,,,
vanilla ice,14836.0,2d5583be-aafd-41ec-addd-df85913855ef,7GXXMm3DB1VswVcuGyInUd,Vanilla Ice,1990.0,1990.0,1991.0,1.0,2.0,1990.0,1990-1991,1,21,21.0,"hip hop, nu metal, pop rap, rap rock, hardcore hip hop",1990.0,hip hop,Hip Hop/Rap,1,"Hip Hop/Rap, Metal, Rock",3,"['hip house', 'miami hip hop']",Electronic/Dance,"Electronic/Dance, Hip Hop/Rap, Metal, Rock",,254467.0,0.0025,0.979,0.792,7.71e-06,0.102,-2.784,0.0388,116.012,0.583,1.0,0.0,,,,,,1.0
vanity,2801302.0,ec6279e5-c515-4013-a22b-65a981802240,,Vanity,,1984.0,1986.0,,,1984.0,1984-1986,75,7,,"minneapolis sound, sunshine pop, synthwave, pop, disco, horror synth, pop rock, bubblegum pop, pop",1984.0,,,0,"Electronic/Dance, Pop, R&B/Soul/Funk",3,,,"Electronic/Dance, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
vanity 6,68046.0,8f8f8cad-974f-4029-9014-1da7cc1861c7,,Vanity 6,,,,,,,1982-1982,0,0,,minneapolis sound,,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
vanity fare,21663.0,b702f87c-d13d-441b-b33a-2e0a6ac51b92,,Vanity Fare,1969.0,1969.0,1970.0,1.0,1.0,1969.0,1969-1970,12,13,13.0,"pop, sunshine pop, pop rock, bubblegum pop",1969.0,"pop rock, pop",Pop,1,Pop,1,,,Pop,Rock,,,,,,,,,,,,,,,,,,1.0
various artists,1.0,89ad4ac3-39f7-470e-963a-56509c546377,0LyfQWJT6nXafLPZqxe9Of,Various Artists,,1995.0,2005.0,,,1995.0,1967-2025,45,13,,punk,1995.0,,,0,Punk/Hardcore,1,[],,Punk/Hardcore,,,,,,,,,,,,,,,,,,,
vashawn mitchell,775539.0,db914125-2a0f-45f7-81e4-88ca7bc929b5,,VaShawn Mitchell,,,,,,,2010-2014,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vast,1167915.0,aa67833b-19da-4acd-8b0b-e6e21724e936,,VAST,,,,,,,2000-2000,0,0,,"death metal, black metal, thrash metal, metal, progressive metal, rock, tribal ambient",,,,0,"Metal, Rock",2,,,"Metal, Rock",,,,,,,,,,,,,,,,,,,
vaughan brothers,,,,Vaughan Brothers,,1990.0,1990.0,,,1990.0,1990-1990,65,9,,"rock, blues rock",1990.0,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
vaughan mason and crew,,,,Vaughan Mason And Crew,,1980.0,1980.0,,,1980.0,1980-1980,81,3,,,1980.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vaughn monroe,96330.0,f6c901bc-145f-4075-b07f-ed9b93b3e6c3,,Vaughn Monroe,,1959.0,1959.0,,,1959.0,1959-1959,87,2,,,1959.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vedera,430348.0,8c57c42f-9e29-4a40-8149-858d0c2f410b,,Vedera,,,,,,,2009-2009,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vedo,991890.0,d8b0d6bd-91a8-4b8f-b943-9a791eed288b,,VEDO,,2020.0,2020.0,,,2020.0,2020-2020,75,16,,"singer-songwriter, mpb, sertanejo, folk, rock",2020.0,,,0,"Folk, Latin, Rock",3,,,"Folk, Latin, Rock",,,,,,,,,,,,,,,,,,,
veeze,1895244.0,a98813f5-9b93-44c3-b479-b826c778f165,,Veeze,,2022.0,2024.0,,,2022.0,2022-2024,52,3,,"hip hop, trap, detroit trap",2022.0,,,0,Hip Hop/Rap,1,,,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
veggietales,53196.0,863e4057-682a-43e5-a9d3-f0ec2005a464,,VeggieTales,,,,,,,1998-2006,0,0,,children's music,,,,0,Easy Listening/Vocal,1,,,Easy Listening/Vocal,,,,,,,,,,,,,,,,,,,
veil of maya,442605.0,32e740e5-95ea-42e3-b5e2-29f6630488e4,,Veil Of Maya,,,,,,,2010-2017,0,0,,"metalcore, deathcore",,,,0,Metal,1,,,Metal,,,,,,,,,,,,,,,,,,,
velvet revolver,118001.0,3a528006-1429-47f4-ae9b-2ea95343e16a,,Velvet Revolver,,2004.0,2004.0,,,2004.0,2004-2007,56,20,,"hard rock, alternative rock, rock",2004.0,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
vendetta red,91737.0,072e6967-a712-469f-8d2a-a8ef2296dab9,,Vendetta Red,,,,,,,2003-2003,0,0,,"alternative rock, emo, post-grunge",,,,0,"Punk/Hardcore, Rock",2,,,"Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
vengaboys,367.0,90c7177f-4be5-413d-aabd-d228934c2b9b,0cwmNvclzPd8mQnoHuIksj,Vengaboys,,1999.0,1999.0,,,1999.0,1999-1999,26,20,,"eurodance, bubblegum dance, dance-pop, electro, edm, euro house, europop, synth-pop",1999.0,,,0,"Electronic/Dance, Pop",2,"['bubblegum dance', 'dance pop', 'eurodance', 'europop']","Electronic/Dance, Pop","Electronic/Dance, Pop",,,,,,,,,,,,,,,,,,,
verdelle smith,149962.0,af734662-6198-47d2-9419-4c9f01ebfe26,,Verdelle Smith,,1966.0,1966.0,,,1966.0,1966-1966,38,8,,,1966.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
veronica,3163009.0,ddffd08b-f4e1-4a2a-b9ac-43df912d1041,,Veronica,,1965.0,1966.0,,,1965.0,1965-1966,52,6,,"soul, pop, pop, indie pop, jazz, bebop, vocal jazz, jazz",1965.0,,,0,"Jazz, Pop, R&B/Soul/Funk",3,,,"Jazz, Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
vertical church band,2076581.0,a05efc0a-b9a7-4d13-9e1b-87d1c3fe6da0,,Vertical Church Band,,,,,,,2013-2016,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vertical horizon,1612.0,e25216bf-b0ac-4bd3-bc5a-1f82a7d0274f,,Vertical Horizon,2000.0,2000.0,2001.0,1.0,2.0,2000.0,2000-2013,1,41,41.0,"alternative rock, pop rock",2000.0,,,0,"Pop, Rock",2,,,"Pop, Rock",Rock,257067.0,0.0504,0.637,0.759,0.0,0.0642,-6.389,0.0305,93.898,0.741,0.0,0.0,,,,,,0.0
veruca salt,399.0,86e8e21a-d29f-47d2-bbf0-e079f7044e71,,Veruca Salt,,,,,,,1994-2015,0,0,,"alternative rock, grunge, rock, indie rock",,,,0,Rock,1,,,Rock,,,,,,,,,,,,,,,,,,,
vesta,2057425.0,ca9a09cd-410c-4c88-92ff-f995f8269541,,Vesta,,1989.0,1989.0,,,1989.0,1989-1989,55,8,,"death metal, black metal",1989.0,,,0,Metal,1,,,Metal,,,,,,,,,,,,,,,,,,,
vestal goodman,48705.0,3f8d0e4f-df55-473a-bc1d-2fd912c2589f,,Vestal Goodman,,,,,,,2000-2000,0,0,,southern gospel,,,,0,Gospel/Christian/Religious,1,,,Gospel/Christian/Religious,,,,,,,,,,,,,,,,,,,
viagra boys,1545399.0,9df0c0ec-619e-447d-a155-23e19d9c84ce,,Viagra Boys,,,,,,,2025-2025,0,0,,"post-punk, garage punk, art punk, cowpunk, dance-punk, synth-pop, electropop, indietronica, art pop",,,,0,"Pop, Punk/Hardcore",2,,,"Pop, Punk/Hardcore",,,,,,,,,,,,,,,,,,,
vic damone,70335.0,423066e2-4dcb-4014-b824-cc55933f0bf0,,Vic Damone,,1965.0,1965.0,,,1965.0,1965-1965,30,10,,traditional pop,1965.0,,,0,Pop,1,,,Pop,,,,,,,,,,,,,,,,,,,
vic dana,161852.0,8e664ee7-e102-4cbc-9967-e776b6d80125,,Vic Dana,1965.0,1961.0,1970.0,5.0,11.0,1961.0,1961-1970,45,8,12.0,,1961.0,pop,Pop,1,,0,,,,"Pop, R&B/Soul/Funk, Rock",,,,,,,,,,,,,,,,,,0.0
vic johnson,809757.0,6da8fc41-8cda-42c9-aef4-f8894d18a7b3,4FcMBusHKW769Au04nsER6,Vic Johnson,,,,,,,2014-2014,0,0,,,,,,0,,0,[],,,,,,,,,,,,,,,,,,,,,
vic latino,240712.0,ee05fac4-849b-441f-b275-e82c7aaa89ab,7nuE3Iif4PDAc1dlxIk6nj,Vic Latino,,,,,,,2004-2011,0,0,,,,,,0,,0,[],,,,,,,,,,,,,,,,,,,,,
vic mensa,873735.0,e031ec18-f8eb-46c1-b03c-e5c71399cb16,27w1NoOLMX7tJMYqcetPyG,Vic Mensa,,,,,,,2016-2017,0,0,,hip hop,,,,0,Hip Hop/Rap,1,"['chicago rap', 'conscious hip hop', 'hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']",Hip Hop/Rap,Hip Hop/Rap,,,,,,,,,,,,,,,,,,,
vicci martinez,813264.0,6aabc385-f85b-4c98-8f68-684891a44c81,,Vicci Martinez,,2011.0,2011.0,,,2011.0,2011-2012,68,1,,,2011.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vicente fernandez,23514.0,3b829056-d975-4ae7-be3c-20661ce980e8,4PPoI9LuYeFX8V674Z1R6l,Vicente Fernandez,,,,,,,2005-2021,0,0,,,,,,0,,0,"['mariachi', 'ranchera']",Latin,Latin,,,,,,,,,,,,,,,,,,,
vicente y alejandro fernandez,,,,Vicente Y Alejandro Fernandez,,,,,,,2003-2003,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vicious,1438542.0,b6deffcd-e30e-4d6a-9e32-da16e5713f36,,Vicious,,1995.0,1995.0,,,1995.0,1995-1995,69,11,,"drum and bass, thrash metal, death metal, heavy metal, us power metal, punk, rock",1995.0,,,0,"Electronic/Dance, Metal, Punk/Hardcore, Rock",4,,,"Electronic/Dance, Metal, Punk/Hardcore, Rock",,,,,,,,,,,,,,,,,,,
vicious base,534421.0,f595c402-ae93-4c63-8c9e-5f797e888e61,,Vicious Base,,,,,,,1991-1991,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
vicki anderson,147350.0,274ed9d4-b785-4933-98e8-cf1ca63d9fa0,,Vicki Anderson,,1967.0,1967.0,,,1967.0,1967-1967,100,1,,soul,1967.0,,,0,R&B/Soul/Funk,1,,,R&B/Soul/Funk,,,,,,,,,,,,,,,,,,,
vicki lawrence,78881.0,86b453a5-87f2-4e7f-aa6b-ec9dfb378689,,Vicki Lawrence,1973.0,1973.0,1975.0,1.0,2.0,1973.0,1973-1975,1,20,20.0,pop,1973.0,,,0,Pop,1,,,Pop,,220520.0,0.852,0.457,0.406,0.0,0.138,-13.51,0.168,173.012,0.613,0.0,0.0,,,,,,0.0
vicki sue robinson,2896.0,a6c83f28-8960-4b7d-8f57-3e809ada5cf5,25pwh5JrKHzLv2FTPSvoqa,Vicki Sue Robinson,1976.0,1976.0,1977.0,1.0,2.0,1976.0,1976-1978,10,25,25.0,"soul, disco",1976.0,disco,Electronic/Dance,1,"Electronic/Dance, R&B/Soul/Funk",2,['disco'],Electronic/Dance,"Electronic/Dance, R&B/Soul/Funk",,252373.0,0.327,0.662,0.941,0.0,0.218,-4.05,0.0883,131.045,0.798,0.0,0.0,,,,,,0.0
vickie winans,134667.0,378125ec-fd93-4920-87f0-0ab145c2db88,,Vickie Winans,,,,,,,2003-2009,0,0,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
victor,2599083.0,23a67dbc-d89e-4ba1-b66b-de5c908b6fef,,Victor,,,,,,,1971-1996,0,0,,"modern classical, power metal, heavy metal, ambient, jazz, progressive rock, pop",,,,0,"Classical, Electronic/Dance, Jazz, Metal, Pop, Rock",6,,,"Classical, Electronic/Dance, Jazz, Metal, Pop, Rock",,,,,,,,,,,,,,,,,,,
victor lundberg,2623379.0,ca3b873a-a8ac-4187-a936-647fb2acd3d1,,Victor Lundberg,1967.0,1967.0,1967.0,1.0,1.0,1967.0,1967-1967,10,6,6.0,,1967.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,0.0
victor manuelle,46655.0,cdee2787-9d93-4ae6-b60d-322e0db15ddb,4N5fp4zhTsVITZTVfsXpc2,Victor Manuelle,,,,,,,1999-2015,0,0,,,,,,0,,0,"['latin', 'modern salsa', 'salsa', 'salsa peruana', 'salsa puertorriquena', 'tropical']",Latin,Latin,,,,,,,,,,,,,,,,,,,
victoria justice,804679.0,4ce94c22-acbc-4535-a0e4-b8a8d002887e,2OTfr6S2kuHRYStjt1IkY6,Victoria Justice,,2010.0,2011.0,,,2010.0,2010-2011,50,6,,,2010.0,,,0,,0,['post-teen pop'],Pop,Pop,,,,,,,,,,,,,,,,,,,
victoria monet,907526.0,28d83274-26ab-4a6a-b9ff-340f4784e7dd,63XBtGSEZINSyXylZxEUbv,Victoria Monet,,2019.0,2023.0,,,2019.0,2019-2023,69,2,,,2019.0,,,0,,0,"['alternative r&b', 'chill r&b', 'dance pop', 'high vibe', 'indie r&b', 'pop', 'pop r&b', 'post-teen pop', 'r&b', 'urban contemporary']","Pop, R&B/Soul/Funk","Pop, R&B/Soul/Funk",,,,,,,,,,,,,,,,,,,
victoria principal,1816391.0,3feb2521-8bb7-448d-93f1-fe75a8928abd,,Victoria Principal,,1981.0,1981.0,,,1981.0,1981-1981,51,8,,,1981.0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,
